,pic_data,answers
387,"[255, 255, 255, 255, 255, 255, 59, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 126, 255, 255, 255, 255, 255, 255, 255, 75, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 104, 255, 255, 255, 113, 62, 17, 107, 255, 255, 255, 224, 255, 255, 255, 255, 158, 17, 17, 113, 255, 255, 255, 255, 255, 255, 255, 72, 204, 17, 17, 92, 122, 255, 255, 255, 107, 158, 255, 255, 209, 17, 17, 158, 255, 255, 255, 113, 17, 17, 255, 96, 204, 17, 17, 158, 255, 255, 158, 17, 17, 62, 255, 255, 209, 17, 17, 113, 180, 209, 68, 17, 17, 158, 255, 255, 204, 17, 17, 158, 255, 68, 17, 17, 113, 255, 255, 255, 255, 62, 17, 158, 158, 17, 17, 113, 255, 255, 255, 255, 255, 62, 17, 113, 17, 17, 62, 255, 255, 255, 255, 255, 255, 62, 17, 17, 17, 17, 209, 255, 255, 255, 255, 255, 255, 62, 17, 17, 17, 158, 255, 255, 255, 255, 255, 255, 255, 62, 17, 17, 113, 255, 255, 255, 255, 255, 158, 72, 62, 17, 17, 68, 255, 255, 255, 255, 255, 255, 17, 17, 17, 17, 68, 209, 255, 255, 255, 255, 255, 255, 17, 17, 17, 68, 204, 228, 255, 255, 255, 255, 255, 255, 255, 209, 209, 255, 255, 126, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 237, 255, 255, 255, 255]",34
388,"[255, 209, 17, 113, 255, 255, 255, 255, 255, 255, 255, 255, 255, 17, 17, 62, 255, 255, 255, 255, 255, 188, 255, 255, 255, 62, 17, 17, 204, 255, 255, 255, 255, 255, 255, 255, 255, 158, 17, 17, 164, 255, 255, 255, 209, 158, 158, 209, 255, 158, 17, 17, 113, 255, 255, 158, 17, 17, 107, 255, 255, 11, 17, 17, 68, 255, 255, 62, 17, 17, 255, 255, 255, 255, 17, 17, 17, 255, 62, 17, 17, 204, 255, 255, 255, 255, 68, 17, 68, 158, 17, 17, 113, 255, 255, 255, 255, 255, 62, 17, 17, 68, 17, 17, 62, 255, 255, 255, 255, 255, 158, 17, 17, 17, 17, 17, 17, 113, 255, 255, 255, 255, 158, 17, 17, 17, 107, 68, 17, 17, 113, 255, 255, 255, 209, 17, 17, 62, 255, 204, 62, 17, 17, 158, 255, 158, 72, 62, 17, 68, 255, 255, 17, 17, 17, 62, 255, 96, 255, 62, 17, 17, 255, 255, 255, 113, 17, 17, 255, 255, 255, 68, 17, 17, 204, 198, 255, 255, 113, 158, 255, 255, 255, 113, 113, 158, 255, 255, 255, 255, 255, 65, 255, 59, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 111, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255]",20
389,"[255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 158, 255, 255, 113, 255, 255, 255, 255, 255, 255, 255, 255, 255, 47, 17, 68, 255, 255, 255, 255, 255, 255, 255, 255, 255, 62, 17, 62, 255, 255, 255, 255, 255, 255, 89, 255, 255, 68, 17, 62, 204, 209, 113, 255, 255, 255, 255, 204, 68, 17, 17, 17, 17, 17, 255, 255, 255, 255, 255, 209, 17, 17, 17, 17, 17, 17, 255, 255, 255, 255, 255, 255, 209, 17, 17, 62, 62, 255, 255, 255, 255, 255, 255, 255, 255, 68, 17, 17, 204, 255, 255, 141, 255, 255, 255, 255, 255, 62, 17, 17, 209, 255, 255, 255, 255, 255, 255, 255, 255, 62, 17, 17, 42, 255, 102, 255, 255, 255, 255, 255, 255, 158, 17, 17, 209, 255, 255, 255, 204, 255, 255, 149, 255, 158, 17, 17, 158, 255, 255, 255, 68, 255, 255, 255, 255, 113, 17, 17, 68, 113, 209, 255, 158, 255, 255, 255, 255, 209, 17, 17, 17, 17, 113, 255, 255, 255, 255, 255, 255, 255, 158, 62, 68, 62, 158, 255, 255, 255, 255, 228, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 83, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255]",29
390,"[255, 255, 255, 255, 255, 255, 255, 209, 17, 17, 62, 255, 255, 255, 255, 255, 170, 255, 255, 255, 68, 17, 68, 128, 255, 255, 255, 255, 255, 255, 255, 255, 17, 17, 17, 255, 255, 255, 255, 255, 255, 255, 128, 107, 113, 17, 32, 209, 255, 255, 255, 204, 62, 68, 62, 204, 62, 17, 17, 209, 255, 255, 113, 17, 17, 17, 17, 17, 68, 17, 17, 158, 255, 209, 17, 17, 17, 158, 204, 113, 17, 17, 17, 158, 255, 113, 17, 17, 164, 255, 255, 255, 113, 17, 17, 113, 255, 68, 17, 62, 255, 255, 147, 255, 204, 17, 17, 68, 255, 17, 17, 62, 107, 255, 162, 255, 255, 17, 17, 62, 255, 62, 17, 17, 204, 255, 255, 255, 255, 62, 17, 17, 255, 17, 17, 17, 164, 147, 255, 255, 255, 62, 17, 62, 255, 209, 17, 17, 17, 209, 255, 255, 113, 17, 17, 17, 255, 83, 113, 17, 17, 17, 113, 62, 17, 62, 17, 17, 255, 255, 255, 68, 17, 17, 17, 17, 62, 209, 62, 68, 255, 255, 255, 119, 209, 113, 158, 204, 255, 255, 135, 255, 255, 255, 255, 255, 255, 255, 255, 51, 255, 255, 107, 255, 255, 53, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 132, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 126, 255, 255, 255, 255, 134, 255, 255, 255, 255, 255, 255, 77, 255]",13
391,"[255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 108, 255, 255, 255, 255, 255, 255, 255, 255, 113, 255, 255, 255, 255, 255, 255, 255, 255, 147, 158, 17, 17, 255, 255, 255, 255, 255, 255, 255, 209, 113, 17, 17, 17, 255, 255, 255, 255, 255, 255, 113, 62, 17, 17, 17, 17, 128, 255, 255, 255, 255, 62, 17, 17, 68, 17, 17, 17, 255, 255, 255, 158, 17, 17, 17, 113, 204, 62, 17, 62, 255, 209, 32, 17, 17, 62, 86, 255, 164, 17, 17, 113, 255, 113, 17, 17, 107, 255, 255, 255, 17, 17, 17, 255, 255, 62, 17, 17, 68, 113, 255, 158, 17, 17, 113, 255, 204, 113, 17, 17, 17, 17, 17, 62, 17, 17, 158, 255, 255, 255, 255, 113, 62, 17, 17, 17, 17, 17, 158, 26, 204, 255, 255, 255, 140, 209, 17, 17, 17, 17, 17, 113, 164, 255, 255, 255, 255, 255, 68, 17, 17, 17, 17, 86, 158, 255, 255, 255, 255, 158, 17, 17, 62, 255, 158, 255, 255, 255, 255, 255, 144, 17, 68, 17, 209, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 158, 156, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 87, 255, 51, 255, 255, 255, 255, 255, 255, 98, 255, 255, 255, 255, 255, 255, 255, 89, 255, 164, 255, 255, 134, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 162, 255, 198, 255, 255]",4
392,"[255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 53, 255, 255, 255, 197, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 117, 255, 255, 255, 255, 204, 32, 62, 62, 62, 158, 255, 255, 255, 255, 255, 209, 68, 17, 17, 17, 17, 17, 68, 255, 255, 255, 255, 62, 17, 62, 113, 158, 62, 17, 17, 113, 255, 255, 158, 17, 17, 158, 255, 255, 255, 62, 17, 62, 255, 255, 62, 17, 17, 255, 255, 255, 113, 62, 17, 17, 255, 255, 113, 17, 17, 113, 113, 62, 17, 17, 113, 204, 255, 255, 113, 17, 17, 17, 17, 68, 158, 255, 255, 209, 255, 255, 209, 17, 17, 17, 255, 255, 255, 255, 113, 17, 255, 180, 255, 68, 17, 17, 107, 255, 255, 209, 17, 17, 255, 255, 255, 204, 17, 17, 17, 62, 68, 62, 17, 62, 255, 255, 255, 255, 158, 62, 17, 17, 17, 17, 62, 209, 255, 255, 255, 255, 255, 209, 164, 113, 158, 209, 255, 255, 255, 255, 255, 255, 255, 255, 255, 147, 81, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 140, 255, 255, 255, 255, 156, 255, 255, 255, 203, 255, 255, 255, 255, 255, 120, 255, 255, 255, 255, 255, 255, 255, 255]",14
393,"[255, 255, 255, 255, 255, 255, 255, 255, 75, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 111, 255, 255, 255, 255, 255, 255, 194, 255, 255, 255, 255, 255, 255, 158, 158, 107, 255, 255, 255, 255, 113, 68, 62, 17, 158, 68, 17, 68, 255, 255, 255, 62, 17, 17, 17, 17, 17, 17, 17, 17, 255, 255, 158, 17, 17, 113, 204, 255, 113, 17, 17, 17, 204, 113, 68, 17, 62, 209, 255, 255, 255, 113, 17, 17, 158, 255, 62, 17, 62, 255, 255, 255, 255, 209, 17, 17, 113, 113, 62, 17, 62, 255, 255, 255, 255, 255, 62, 17, 17, 68, 62, 17, 62, 116, 255, 255, 191, 255, 62, 17, 17, 62, 113, 17, 17, 113, 255, 255, 255, 158, 17, 17, 62, 255, 158, 17, 17, 68, 204, 255, 204, 68, 17, 17, 17, 255, 255, 62, 17, 17, 17, 17, 17, 17, 62, 17, 17, 255, 128, 255, 62, 17, 17, 17, 62, 209, 158, 17, 17, 255, 255, 255, 29, 26, 158, 158, 255, 255, 209, 17, 17, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 68, 17, 204, 255, 75, 255, 255, 255, 255, 255, 255, 255, 17, 17, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 113, 113, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255]",26
394,"[255, 255, 255, 255, 255, 255, 255, 255, 68, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 152, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 77, 255, 255, 255, 255, 255, 255, 255, 255, 255, 158, 17, 17, 17, 113, 204, 255, 255, 158, 113, 158, 158, 17, 17, 17, 17, 17, 68, 209, 204, 62, 17, 62, 17, 62, 113, 62, 62, 17, 17, 47, 255, 62, 17, 17, 68, 209, 255, 255, 174, 62, 17, 17, 255, 113, 17, 17, 62, 255, 255, 255, 255, 158, 17, 17, 255, 158, 17, 17, 68, 255, 255, 255, 255, 204, 17, 17, 255, 255, 17, 17, 17, 255, 255, 122, 255, 255, 17, 17, 255, 255, 68, 17, 17, 204, 255, 255, 255, 255, 68, 17, 255, 255, 107, 17, 17, 68, 204, 255, 29, 113, 17, 17, 17, 255, 209, 17, 17, 17, 68, 17, 68, 17, 17, 62, 158, 255, 204, 62, 17, 17, 17, 17, 17, 17, 17, 158, 158, 255, 255, 62, 17, 17, 255, 158, 158, 158, 255, 255, 62, 255, 255, 113, 17, 17, 158, 255, 60, 255, 255, 255, 68, 255, 255, 158, 17, 17, 113, 255, 255, 255, 255, 255, 17, 255, 255, 255, 17, 17, 17, 255, 255, 255, 255, 255, 164, 255, 255, 255, 17, 17, 17, 209, 255, 255, 147, 255, 255, 255, 255, 255, 113, 158, 204, 255, 255, 255, 255, 255]",25
395,"[36, 255, 255, 255, 255, 107, 113, 209, 255, 255, 255, 255, 149, 255, 255, 255, 209, 17, 17, 62, 188, 255, 255, 255, 192, 255, 84, 255, 204, 62, 17, 68, 255, 255, 255, 255, 255, 255, 255, 255, 255, 158, 209, 204, 255, 255, 255, 255, 255, 132, 255, 255, 255, 255, 204, 209, 255, 255, 255, 255, 255, 255, 255, 126, 194, 62, 17, 17, 209, 255, 255, 255, 255, 255, 255, 255, 255, 113, 17, 17, 204, 255, 255, 255, 68, 255, 255, 255, 255, 158, 17, 17, 164, 255, 255, 255, 62, 255, 255, 255, 86, 102, 17, 17, 113, 255, 255, 255, 68, 255, 255, 255, 255, 204, 17, 17, 113, 255, 255, 255, 17, 255, 255, 255, 255, 209, 17, 17, 11, 255, 255, 255, 68, 255, 209, 255, 255, 255, 17, 17, 68, 255, 255, 255, 107, 255, 255, 255, 255, 255, 17, 17, 17, 255, 255, 255, 255, 255, 237, 255, 255, 255, 113, 17, 17, 204, 255, 255, 255, 255, 255, 255, 255, 123, 62, 17, 17, 209, 255, 255, 255, 255, 255, 255, 255, 255, 158, 62, 164, 209, 255, 168, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 26, 255, 144, 255, 255, 255, 255, 255, 146, 255, 255, 255, 255, 255, 255, 255, 255, 255, 53, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 87, 255, 255, 255, 255]",18
396,"[255, 255, 255, 255, 255, 255, 204, 209, 113, 255, 255, 255, 255, 255, 255, 255, 255, 62, 17, 62, 255, 255, 255, 255, 255, 41, 255, 255, 255, 62, 17, 62, 255, 255, 255, 255, 255, 255, 255, 255, 255, 62, 17, 62, 255, 255, 255, 255, 255, 255, 255, 249, 255, 62, 17, 62, 255, 255, 255, 255, 255, 255, 255, 255, 255, 17, 17, 62, 255, 255, 255, 255, 255, 140, 255, 255, 255, 62, 17, 62, 255, 209, 255, 255, 255, 255, 255, 255, 141, 62, 17, 62, 255, 255, 255, 255, 171, 255, 255, 255, 255, 68, 17, 17, 204, 255, 255, 255, 255, 255, 255, 255, 255, 62, 17, 17, 209, 255, 255, 255, 255, 255, 255, 255, 255, 68, 17, 17, 204, 255, 255, 173, 255, 255, 255, 255, 255, 62, 17, 17, 209, 255, 255, 255, 255, 255, 255, 255, 255, 113, 17, 17, 204, 255, 255, 255, 255, 255, 255, 255, 255, 113, 17, 17, 209, 255, 255, 255, 198, 255, 255, 255, 69, 158, 17, 17, 204, 255, 255, 255, 135, 255, 255, 255, 255, 17, 68, 62, 209, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 75, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 90, 255, 255, 255, 255, 255, 165, 255, 255, 255, 255, 255]",21
397,"[255, 255, 255, 255, 255, 255, 204, 209, 255, 255, 255, 255, 131, 255, 255, 123, 255, 17, 17, 62, 255, 255, 255, 255, 255, 255, 57, 255, 255, 62, 17, 17, 255, 255, 255, 255, 255, 255, 255, 255, 255, 62, 17, 62, 255, 132, 255, 255, 255, 255, 255, 255, 255, 17, 17, 62, 255, 255, 255, 180, 255, 255, 255, 177, 255, 62, 17, 62, 107, 255, 117, 255, 255, 255, 255, 255, 255, 68, 17, 62, 255, 255, 255, 255, 255, 255, 255, 255, 255, 62, 17, 62, 255, 255, 255, 255, 255, 116, 255, 156, 255, 68, 17, 17, 204, 137, 255, 255, 255, 218, 255, 152, 255, 62, 17, 17, 209, 135, 255, 255, 255, 255, 255, 255, 255, 62, 17, 17, 204, 255, 255, 255, 255, 77, 255, 255, 255, 62, 17, 17, 209, 255, 255, 116, 255, 255, 255, 255, 255, 113, 17, 17, 204, 255, 255, 123, 255, 255, 255, 255, 255, 113, 17, 17, 209, 255, 255, 255, 255, 15, 255, 255, 255, 158, 17, 17, 204, 255, 255, 255, 255, 255, 255, 255, 255, 158, 68, 62, 209, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 167, 255, 255, 255, 255, 255, 129, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255]",21
398,"[255, 255, 255, 255, 23, 255, 158, 68, 113, 209, 255, 255, 255, 255, 255, 255, 255, 146, 113, 17, 17, 204, 255, 255, 255, 255, 255, 255, 255, 255, 62, 62, 17, 62, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 158, 255, 147, 255, 255, 255, 255, 107, 158, 158, 255, 255, 255, 255, 255, 255, 255, 255, 204, 17, 17, 68, 255, 209, 62, 255, 255, 255, 255, 255, 204, 17, 17, 62, 153, 204, 17, 255, 255, 255, 255, 255, 158, 17, 17, 158, 255, 209, 17, 255, 95, 255, 255, 255, 113, 17, 17, 158, 38, 255, 62, 164, 255, 255, 255, 255, 62, 17, 17, 209, 255, 255, 62, 255, 255, 255, 255, 255, 62, 17, 62, 255, 255, 149, 62, 255, 255, 255, 255, 255, 62, 17, 62, 255, 255, 255, 62, 255, 255, 255, 255, 204, 17, 17, 68, 255, 255, 255, 62, 255, 255, 255, 255, 209, 17, 17, 113, 255, 255, 255, 62, 255, 255, 255, 56, 113, 17, 17, 158, 255, 255, 255, 17, 81, 255, 255, 255, 158, 17, 17, 204, 255, 255, 255, 62, 255, 255, 158, 209, 17, 17, 17, 209, 255, 255, 96, 255, 255, 255, 68, 17, 17, 17, 68, 255, 255, 255, 255, 255, 255, 158, 17, 17, 17, 17, 11, 255, 156, 255, 255, 255, 255, 255, 209, 113, 158, 158, 255, 255, 56, 255, 87, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255]",19
399,"[255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 182, 255, 255, 255, 255, 255, 255, 255, 209, 113, 158, 204, 255, 255, 158, 62, 68, 68, 113, 113, 17, 17, 17, 17, 158, 113, 17, 17, 17, 17, 62, 17, 68, 62, 17, 17, 17, 17, 113, 113, 17, 17, 17, 164, 255, 255, 113, 17, 17, 113, 255, 255, 209, 17, 17, 255, 255, 255, 158, 17, 17, 56, 255, 255, 255, 17, 62, 255, 255, 255, 17, 17, 17, 158, 255, 255, 255, 17, 62, 255, 255, 255, 158, 17, 17, 113, 255, 255, 255, 17, 62, 255, 255, 255, 209, 17, 17, 158, 255, 98, 255, 17, 62, 255, 255, 255, 209, 17, 17, 113, 255, 255, 255, 17, 17, 255, 255, 255, 204, 17, 17, 68, 107, 255, 71, 17, 62, 255, 255, 255, 209, 17, 17, 62, 255, 255, 255, 68, 62, 255, 255, 255, 255, 158, 113, 164, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 126, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 116, 255, 255, 255, 255, 137, 255, 255, 255, 107, 255, 255, 255, 183, 255, 255, 255, 255]",22
400,"[255, 255, 255, 255, 158, 158, 62, 201, 255, 255, 255, 161, 255, 212, 255, 255, 68, 17, 17, 209, 255, 255, 255, 255, 255, 255, 255, 255, 62, 17, 17, 158, 255, 144, 255, 255, 255, 255, 255, 255, 158, 17, 17, 32, 255, 255, 255, 255, 255, 255, 255, 255, 204, 17, 17, 113, 255, 255, 255, 255, 255, 255, 255, 255, 255, 17, 17, 62, 255, 255, 255, 255, 255, 255, 255, 255, 255, 62, 17, 62, 255, 255, 255, 255, 255, 255, 255, 255, 255, 62, 17, 17, 255, 255, 255, 255, 102, 255, 255, 255, 255, 113, 17, 17, 204, 255, 255, 255, 255, 255, 255, 255, 255, 113, 17, 17, 158, 255, 255, 255, 255, 255, 255, 255, 255, 209, 17, 17, 62, 255, 156, 255, 255, 255, 255, 255, 255, 209, 17, 17, 113, 255, 255, 255, 255, 255, 255, 255, 255, 255, 17, 17, 17, 255, 255, 255, 255, 147, 98, 255, 255, 255, 68, 17, 68, 255, 255, 255, 255, 255, 255, 255, 255, 255, 62, 17, 17, 209, 45, 255, 255, 255, 255, 255, 255, 255, 164, 113, 158, 209, 255, 255, 255, 255, 255, 255, 156, 255, 255, 255, 255, 255, 171, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 96, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255]",1
401,"[255, 164, 255, 255, 158, 158, 113, 158, 255, 255, 255, 255, 212, 255, 209, 62, 17, 17, 17, 17, 68, 204, 255, 255, 255, 255, 17, 17, 17, 62, 62, 17, 17, 62, 255, 255, 255, 158, 17, 17, 164, 255, 255, 113, 17, 17, 209, 255, 255, 158, 17, 17, 204, 255, 255, 32, 17, 17, 113, 255, 255, 158, 17, 17, 164, 255, 255, 158, 17, 17, 209, 172, 255, 255, 62, 17, 17, 113, 62, 17, 17, 113, 255, 60, 255, 255, 237, 113, 17, 17, 17, 17, 68, 158, 255, 255, 255, 255, 158, 17, 17, 62, 62, 62, 17, 17, 11, 156, 255, 209, 68, 17, 68, 255, 255, 255, 68, 17, 68, 209, 90, 158, 17, 17, 113, 255, 255, 255, 113, 17, 17, 158, 255, 158, 17, 17, 164, 117, 255, 255, 158, 17, 17, 113, 255, 209, 17, 17, 17, 120, 255, 80, 62, 17, 17, 209, 255, 255, 68, 17, 17, 62, 158, 113, 17, 17, 113, 255, 255, 255, 204, 62, 17, 17, 17, 17, 17, 62, 204, 255, 213, 255, 255, 209, 158, 62, 62, 62, 158, 188, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 171, 255, 255, 255, 255, 255, 255, 255, 255, 11, 255, 255, 255, 255, 255, 255, 113, 255, 255, 255, 255, 218, 255, 255, 255, 255, 255, 182, 255, 111, 255, 255, 237, 255, 255, 255, 255]",8
402,"[255, 255, 255, 255, 255, 255, 158, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 62, 113, 140, 255, 255, 255, 255, 255, 255, 255, 134, 62, 17, 17, 255, 255, 255, 255, 255, 255, 255, 255, 255, 68, 17, 68, 255, 158, 255, 255, 255, 161, 255, 255, 255, 62, 17, 17, 62, 17, 158, 255, 255, 255, 255, 255, 62, 17, 17, 17, 17, 17, 113, 255, 255, 255, 255, 255, 113, 17, 17, 17, 62, 204, 255, 255, 255, 255, 255, 255, 255, 255, 62, 17, 62, 255, 255, 255, 255, 255, 255, 255, 255, 255, 68, 17, 62, 209, 255, 255, 255, 255, 255, 255, 255, 209, 17, 17, 17, 164, 255, 255, 255, 255, 255, 255, 255, 255, 158, 17, 17, 107, 255, 255, 255, 255, 255, 255, 255, 255, 209, 17, 17, 113, 171, 255, 255, 255, 255, 255, 255, 231, 255, 17, 17, 17, 209, 113, 255, 255, 255, 255, 255, 255, 255, 113, 17, 17, 17, 17, 158, 255, 186, 255, 255, 255, 255, 158, 62, 17, 17, 17, 158, 255, 255, 255, 255, 255, 255, 255, 114, 164, 209, 255, 255, 255, 255, 255, 255, 255, 162, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 77, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 137, 255, 255, 116, 255, 162, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 32, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255]",29
403,"[255, 255, 128, 255, 255, 255, 204, 158, 113, 68, 131, 255, 255, 204, 158, 113, 68, 17, 17, 17, 17, 62, 255, 255, 62, 17, 17, 17, 17, 17, 17, 17, 17, 17, 204, 116, 113, 17, 17, 62, 68, 62, 158, 62, 17, 158, 255, 255, 158, 158, 204, 255, 255, 255, 113, 17, 17, 255, 255, 255, 255, 255, 255, 255, 255, 255, 113, 17, 113, 255, 92, 255, 255, 182, 255, 255, 255, 209, 17, 17, 158, 255, 255, 255, 255, 255, 255, 255, 255, 158, 17, 62, 255, 255, 255, 255, 255, 255, 255, 255, 255, 68, 17, 68, 255, 255, 255, 255, 255, 255, 255, 255, 255, 17, 17, 68, 255, 255, 255, 255, 255, 255, 255, 255, 204, 62, 17, 158, 255, 117, 255, 255, 255, 255, 255, 255, 209, 17, 17, 113, 255, 255, 255, 255, 255, 255, 255, 255, 204, 17, 17, 158, 255, 255, 53, 255, 255, 255, 255, 255, 209, 17, 17, 158, 255, 255, 255, 161, 255, 255, 255, 255, 204, 17, 17, 158, 186, 255, 255, 255, 255, 255, 255, 255, 113, 17, 68, 113, 255, 156, 255, 255, 255, 255, 255, 255, 255, 209, 204, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255]",7
404,"[72, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 161, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 161, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 113, 113, 158, 255, 83, 255, 255, 255, 255, 255, 255, 255, 17, 17, 62, 158, 68, 17, 209, 255, 255, 255, 255, 209, 17, 17, 17, 17, 17, 17, 62, 255, 255, 255, 255, 113, 17, 17, 17, 107, 113, 17, 204, 255, 255, 255, 255, 68, 17, 17, 158, 255, 150, 209, 255, 255, 255, 255, 209, 17, 17, 17, 138, 255, 255, 255, 255, 255, 255, 255, 113, 17, 17, 158, 255, 255, 255, 255, 255, 255, 255, 255, 68, 17, 17, 204, 255, 255, 255, 255, 128, 255, 255, 255, 62, 17, 17, 255, 255, 68, 255, 255, 255, 255, 255, 158, 17, 17, 113, 255, 255, 255, 255, 255, 255, 255, 255, 209, 62, 68, 204, 143, 255, 255, 47, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 177, 255, 255, 255, 255, 255, 255, 90, 255, 255, 255, 255, 188, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 182, 255, 255, 255, 171, 255, 255, 255, 255]",27
